category,dest_zone,pack_type,handling,weather,customs,distance_km,weight_kg,volume_m3,profit_usd,risk_event
food,EU,box,standard,storm,medium,3489.657836235005,6.758396835815846,0.05176559884869291,44.1388635840089,0
cosmetics,AF,box,standard,storm,low,5450.002328820728,4.431394517316146,0.03295961592046579,49.60098512521004,1
pharma,EU,box,standard,clear,high,3684.3011421870933,14.329956808451644,0.02275155121132955,168.53844743725574,0
cosmetics,AF,box,standard,clear,low,4589.117366648876,1.1906119211566994,0.02006467070877068,31.771665864722152,0
cosmetics,NA,box,standard,rain,low,5423.5285772426,2.462235646600491,0.002871595052517844,51.774082384520895,0
cosmetics,APAC,polybag,standard,clear,medium,6841.762898855082,4.097467419857818,0.010979362002155869,46.12921333976579,0
food,EU,box,standard,clear,medium,3324.250515618055,10.252719962097375,0.011259204570769543,42.12967929139175,0
food,NA,box,standard,clear,medium,6929.3603308105685,8.436953421548992,0.011434055337583267,34.351097491266316,0
cosmetics,NA,box,standard,clear,low,6534.961034011057,7.136198073059293,0.005970200151058916,24.149035688724688,0
spare_parts,APAC,box,standard,clear,low,7783.01825054371,1.5186501883250476,0.040465944699157236,36.567708829455384,0
spare_parts,EU,box,standard,clear,low,2941.7306450052342,2.939121197273375,0.027032971685410707,68.66027764097183,0
fashion,ME,polybag,standard,rain,medium,4185.033895627184,4.4354399579094395,0.02801245113085303,36.35824920051292,0
spare_parts,AF,polybag,standard,clear,high,5360.1193792976055,9.331069981259692,0.059343529582962476,47.956044492761464,1
spare_parts,EU,box,fragile,clear,high,2551.941328983908,4.704217169817826,0.006414363989392611,44.0997870400645,1
electronics,NA,box,standard,clear,medium,6508.9119828277035,7.591184117388593,0.056637015219582046,86.59112059651892,0
food,NA,box,standard,rain,medium,6232.881166422106,6.864037925177875,0.021215880215263463,38.87014512082229,0
fashion,NA,box,standard,clear,medium,6775.330111485057,7.62953761644885,0.04445619659127267,53.953370603195204,0
spare_parts,ME,polybag,standard,clear,high,4107.460598652995,2.739239348281742,0.0035437170272264967,44.44573836220975,0
fashion,APAC,box,standard,storm,medium,6749.399801849147,8.579825615139006,0.05509709463111113,45.76375565284264,0
pharma,EU,crate,fragile,clear,low,2859.076371318176,7.300856990122407,0.009103064717930901,89.94592110485262,1
fashion,NA,box,fragile,clear,low,6682.808797195304,13.625261949697368,0.023504458569536254,45.80566140825713,1
food,APAC,polybag,standard,clear,medium,7418.651037402678,3.650273464529185,0.059245991645981454,39.25846356444034,0
documents,EU,polybag,standard,clear,medium,2644.4345172411813,5.754695584497835,0.03601511465736353,21.033834465172763,0
cosmetics,ME,polybag,fragile,clear,high,4219.442234212877,1.720148835625945,0.023955310958152724,34.76501279405076,1
spare_parts,AF,polybag,standard,clear,low,5557.64259906505,1.1617407014497956,0.04404621964180389,49.96655870486273,0
documents,EU,box,standard,rain,high,3181.4601274105435,14.991938197095955,0.021001785658658886,36.53109818571232,0
spare_parts,ME,polybag,fragile,clear,high,4869.242182494381,6.635611438992614,0.05101316826725451,65.67290155070121,1
electronics,APAC,box,standard,clear,medium,5913.443799479161,1.0631189741945142,0.02919755612263113,63.67124479931845,1
spare_parts,APAC,box,fragile,clear,low,6522.910581142838,7.1918484808818945,0.004120739466696193,51.85056973504089,0
electronics,APAC,box,standard,rain,low,6764.2876894621595,3.628350282120095,0.02171164200168839,89.3213080049985,0
cosmetics,APAC,box,fragile,rain,medium,7039.951113267927,7.538705352254552,0.0318749907923474,36.840992757249374,0
spare_parts,ME,crate,standard,rain,low,4104.167858679786,8.856351478163802,0.03821137752281328,92.34128850017997,1
pharma,ME,box,standard,clear,high,4068.7442218731735,6.222959888429592,0.04724252259453608,101.8492395757977,1
food,APAC,box,standard,clear,medium,6749.414707906026,4.019088561264018,0.020788419667524358,39.7893855199942,0
cosmetics,APAC,box,standard,rain,medium,6660.696730928713,5.116944238208764,0.03308959957024128,56.38983671152208,0
spare_parts,APAC,box,standard,clear,medium,7381.703855510024,7.761762830304768,0.01615474689817338,65.82961056723155,0
spare_parts,EU,polybag,standard,storm,low,3173.977372826895,8.544815663391137,0.08102417101331133,80.18437699826524,0
cosmetics,APAC,crate,standard,clear,medium,6736.007723616707,2.651166651658012,0.04268540554126036,40.88602698936251,0
documents,EU,box,standard,clear,medium,3153.4136577143586,1.422354295658783,0.04656881468159515,25.421848546925492,0
fashion,NA,box,standard,rain,low,5932.077831650233,1.8433592727425259,0.06301623761870834,45.34765731889088,0
electronics,EU,box,fragile,rain,low,2750.915803283616,4.200812099485353,0.02922249774293969,67.97978308896927,0
pharma,EU,box,standard,clear,medium,2759.6855890246807,8.35128864804612,0.06100803076086137,97.78193961302598,1
documents,APAC,box,standard,clear,medium,7310.891470312054,4.392350229501519,0.040965839271395174,19.477586003596,0
fashion,EU,crate,fragile,clear,low,3630.172243355381,1.654365564930186,0.04175910016447087,36.45512204618963,0
fashion,APAC,box,standard,clear,medium,6508.6996767784,6.0967903853357654,0.020955480409084452,39.21366103834367,0
electronics,ME,box,standard,clear,high,4756.838356662073,4.768804547138155,0.05148460097188558,43.51050334757387,1
spare_parts,NA,polybag,standard,rain,medium,6609.7497161735555,8.736132120267532,0.035851882023831834,69.54359167365352,0
fashion,EU,box,standard,clear,low,2904.6210542917142,2.21254254773645,0.022561514651493718,35.38278807681407,0
food,ME,polybag,fragile,clear,medium,3971.5834091088495,6.4880315963965405,0.004814234796586697,47.588450911556144,1
documents,APAC,box,fragile,clear,medium,6692.73230769623,5.967545537573248,0.031213850465471357,27.290798625686975,0
electronics,EU,box,standard,rain,high,2934.519491091727,7.417800729150292,0.022271035078450886,61.10816084451306,0
food,EU,box,hazmat,clear,medium,2374.680305630889,9.627195825279893,0.02356896941693004,59.927498716990335,0
food,EU,box,standard,clear,low,2905.4101788568387,0.7344770016665003,0.02920192311793259,15.376644011473878,0
spare_parts,NA,polybag,standard,clear,low,6519.357657377755,2.9870384654732423,0.04626286613993925,34.430205068934406,0
fashion,NA,box,standard,clear,low,5936.799153225254,4.488982996863892,0.06373828395082765,40.809745815846746,0
cosmetics,AF,box,standard,clear,medium,4989.34212603961,2.956119566639146,0.0532904281242424,38.718282642855534,0
electronics,NA,crate,standard,clear,low,6310.877502013513,5.610218114928197,0.03755674144926036,70.31647637441162,0
spare_parts,NA,box,standard,clear,medium,5897.793266969291,4.537848622920316,0.038733155549076616,46.387957622013616,0
spare_parts,APAC,box,standard,storm,medium,7343.901302986362,1.6686900254046864,0.026283248348124053,56.75358769149442,0
electronics,APAC,crate,standard,clear,medium,6807.232244854537,7.632150921999573,0.06611840978865033,82.88885534518593,0
cosmetics,EU,box,standard,clear,low,2248.7601898669864,2.09609396089448,0.014364520240859095,24.85012516015826,0
documents,APAC,polybag,fragile,clear,low,7080.8535141885395,5.670389761643022,0.01093659105559173,27.90036668925617,0
electronics,AF,box,fragile,rain,medium,4883.636994465047,1.8688666615288423,0.021339375125616518,46.617802660150055,1
fashion,NA,polybag,standard,clear,medium,5901.196959900042,5.656836765848501,0.007580960530265853,32.26348045880958,1
food,EU,box,standard,clear,medium,2958.021278774346,4.490569186219453,0.03461086046715875,36.86145981448896,1
fashion,APAC,box,standard,rain,medium,7584.257222182195,4.9926608518256606,0.12191165766904066,66.98873657698627,0
fashion,APAC,crate,standard,clear,high,6789.142305328805,5.913773350267511,0.07734102450503397,23.67452963906086,0
cosmetics,AF,box,standard,rain,medium,4921.279211741513,8.98592818232807,0.03544119503390827,34.29998348368348,1
fashion,EU,box,fragile,clear,low,3313.5431302285087,3.4696833556867106,0.009674389450629735,28.6901329127862,0
food,AF,box,standard,clear,low,4846.636383406654,1.5542235078683992,0.04814611415842685,44.07190506012126,0
spare_parts,EU,box,fragile,clear,high,3693.095063409033,4.198464176665167,0.0631351618129878,42.98861111902736,0
food,APAC,box,fragile,clear,low,6761.910091347223,9.168882000110319,0.018325823434158426,57.37533855296864,1
electronics,AF,box,standard,clear,low,5500.421880045142,0.3674783224324993,0.03237659616959283,62.071349597396136,0
spare_parts,NA,box,fragile,clear,high,5733.072900592928,1.5360529395576523,0.004561275477125092,55.06445789402832,0
electronics,NA,crate,standard,clear,low,6513.622073539367,4.3695162647845684,0.03771963137044644,53.75643963037862,0
spare_parts,ME,polybag,fragile,storm,medium,3706.3500050715684,9.783584479883755,0.025421531780584802,73.70224786402905,0
cosmetics,APAC,crate,standard,storm,low,6664.348552132033,3.135067945898971,0.013628132505623463,44.79491054494393,1
spare_parts,NA,box,standard,clear,medium,6594.371146823943,4.228664491571504,0.02240840886962183,58.80547891666659,0
fashion,APAC,box,standard,clear,low,6595.853996094779,2.848650272328283,0.017257792941280544,58.77885533260074,0
fashion,EU,box,standard,rain,high,2783.3579127298062,3.53972365230191,0.021853908776306365,53.93129583382873,0
food,EU,box,fragile,clear,low,3627.9681332928476,7.895280187310133,0.02581462544982709,56.22422724005788,0
electronics,EU,box,fragile,clear,low,1980.4977958050458,8.753670936718253,0.014709874995872025,96.49278724139482,0
fashion,AF,polybag,standard,rain,medium,5541.965147485202,8.260186213956755,0.04394575862706183,59.768549321176,0
spare_parts,NA,polybag,fragile,clear,medium,6395.981799534492,7.403795315315914,0.043808696963649724,84.25753234727023,1
spare_parts,ME,box,standard,clear,medium,3898.2738799353733,1.9600045242962876,0.012784767655947389,65.02342035676598,1
electronics,NA,box,standard,rain,medium,6252.580715593631,13.79065094853506,0.09386782070470241,97.23701443869969,0
documents,AF,box,standard,clear,medium,5314.621191835331,12.976308796373662,0.014250215703483742,46.293253847549586,0
spare_parts,APAC,box,fragile,rain,high,7025.194785240948,4.490592516517536,0.03485899038994016,60.30622965709949,0
spare_parts,EU,box,standard,rain,medium,2718.5386617062704,9.533900233152018,0.009241834506269836,87.19900764046889,0
pharma,EU,polybag,standard,clear,medium,3119.6593566271245,0.6108527737612693,0.010471569821158067,61.75883920142944,0
pharma,EU,box,standard,rain,low,2090.195762992835,10.183157358467993,0.04980731274828717,101.32329149848506,0
food,EU,box,fragile,clear,medium,3432.532820611773,5.54670840980658,0.06749093913830313,38.570592590638135,0
pharma,APAC,polybag,standard,storm,high,6896.2353532276875,2.1478703190810657,0.07115891965848513,77.92527949156312,0
documents,ME,crate,standard,clear,low,3544.2584319954294,10.493294086645708,0.057929471638572275,40.15049228954471,0
electronics,EU,polybag,standard,clear,low,3502.6108815387893,0.7790912017789464,0.01711889296039605,47.72029221247538,0
fashion,APAC,box,standard,rain,low,6960.059052139078,8.266928665151875,0.053709791861238705,34.74795404093307,1
electronics,ME,box,standard,storm,medium,4292.216196256843,10.398766779723408,0.012047026209546634,103.92793019906924,0
documents,NA,polybag,fragile,rain,medium,6118.5788732483425,11.59091946099962,0.028828269261321912,34.69808887331533,1
cosmetics,NA,polybag,standard,rain,medium,5963.421587901689,0.578427579811515,0.0435548059803074,18.238319138092734,0
pharma,EU,crate,fragile,storm,high,2634.8155017977747,1.2194182972069902,0.028589569799132644,41.76277323427517,0
spare_parts,APAC,box,hazmat,clear,medium,8061.37747241968,1.365004017911834,0.04592128003853174,50.76074019549263,0
documents,NA,polybag,standard,rain,high,6326.879387795384,7.73744935780338,0.07904034591742747,37.71099526761411,1
electronics,ME,box,standard,clear,medium,4499.781959944742,13.413243645949006,0.017376721355869297,129.51394680696237,0
spare_parts,EU,box,standard,clear,low,3338.2211312991617,6.5888149122558435,0.07576788151501383,61.06086580865154,0
documents,APAC,box,standard,clear,medium,7599.679849535353,3.2708554601885385,0.045630012529788586,20.56872425170416,0
electronics,NA,box,standard,storm,medium,6718.490462231457,12.487680228051513,0.07119541027616172,123.7811799678389,1
spare_parts,ME,box,standard,clear,medium,3642.404686940069,12.858405112492234,0.05730028750026919,71.63009509547527,0
fashion,NA,box,fragile,clear,medium,6322.890331851489,14.257930291325696,0.0805838676898104,57.398617834937376,0
pharma,EU,polybag,fragile,clear,medium,2655.4094177038924,2.1353096216155296,0.06445596715992445,78.48815539357865,0
food,NA,box,standard,clear,low,6697.312851852576,1.5690930555826839,0.04024394206723306,33.91379252491339,1
fashion,ME,box,fragile,clear,medium,4561.504589870281,1.059712186777529,0.04658741181135521,37.944025156459595,1
electronics,APAC,polybag,fragile,clear,medium,7166.171808259259,1.5462537528931897,0.028921332163655177,58.67881632646715,0
electronics,NA,box,standard,rain,high,6881.964446889435,0.7018867822063439,0.04192097849252407,42.48247605304375,0
electronics,APAC,box,standard,rain,medium,7794.930552292243,9.444236705327494,0.04629878952727702,84.75722155489392,1
pharma,ME,crate,fragile,clear,low,4657.715639009229,6.45745831671597,0.03937558618352955,94.73847638023553,0
fashion,ME,box,fragile,clear,medium,3545.277349097805,28.45126380537795,0.014353372542042143,123.58599628338312,0
fashion,ME,box,standard,rain,medium,3898.8536785367214,4.788667108901823,0.028203494600178413,48.090925528418474,0
pharma,EU,box,standard,clear,medium,3780.0797092773996,5.261536478807013,0.004740845119778901,84.72446331189937,0
pharma,APAC,box,standard,clear,medium,6605.894079386395,10.646248927417291,0.00512688134730279,122.1835946085353,0
food,APAC,box,standard,clear,medium,6919.541295429339,3.529796657422268,0.018036660604714212,45.17807084859493,1
documents,APAC,polybag,fragile,clear,medium,6552.381362325957,2.1955818165204937,0.010426712886067155,14.81060474975923,0
cosmetics,EU,box,fragile,clear,medium,2412.0358616904036,6.1917966849603285,0.06583573128824331,52.265194107946535,0
spare_parts,APAC,box,standard,clear,medium,6949.863463561481,4.519781065486352,0.03615429979835757,36.201320387190925,0
electronics,NA,polybag,standard,rain,medium,7041.18249686966,6.019512004549418,0.09651383947346165,85.4579269890375,0
spare_parts,ME,box,standard,clear,low,4107.771968563046,14.357838456089377,0.029798465420592966,79.95407253730052,0
documents,NA,box,standard,clear,low,5512.287393216998,2.673242108974997,0.0379235526128288,29.96070366802394,0
spare_parts,NA,box,fragile,clear,low,6422.702966024727,2.76341511648387,0.05761014817809652,67.9201182329511,0
food,APAC,box,standard,rain,high,6691.272451544243,8.806893671187227,0.06307733833096268,74.10928516817211,0
pharma,APAC,crate,fragile,clear,high,6796.183874954943,2.82724019515848,0.03645657714670733,70.37617113522322,1
fashion,NA,polybag,standard,clear,high,6246.147337205437,25.23207925287897,0.00936943466386246,92.8708047501882,0
pharma,ME,box,standard,rain,low,3501.6816064109516,4.323942920136765,0.05126319973679099,83.80143595463339,0
spare_parts,APAC,box,standard,clear,high,6439.970668744509,6.427039734315882,0.009067846164452626,79.30626064926045,1
documents,AF,box,fragile,clear,high,4767.659500913944,10.734212041708322,0.03571304345150793,34.82678819405221,1
food,APAC,polybag,standard,clear,low,7160.931226959687,5.44779940168845,0.010281431795561027,30.27856748475588,0
electronics,NA,box,standard,clear,medium,6515.087126213015,4.51110502798393,0.021770086324167406,42.17733156534434,0
food,NA,crate,standard,clear,high,6835.857541182958,9.824802021925109,0.02289432822708621,63.43436546399833,0
electronics,APAC,box,standard,rain,medium,6645.722042738727,2.561460715922243,0.0035257004332280815,63.132868197072426,0
fashion,NA,box,standard,clear,high,6246.184135448677,6.260141465426081,0.09683396362674229,53.49980321526985,0
fashion,AF,crate,fragile,clear,medium,5036.924528052905,2.1079225951909555,0.02266319099026179,47.17815314125425,0
spare_parts,AF,polybag,fragile,rain,low,4834.154866223601,9.237357254900788,0.007507499098328994,72.27581473228584,0
fashion,AF,box,standard,clear,low,5459.1987534450345,4.251319473055613,0.014736365840042039,26.17478735835566,0
electronics,EU,box,fragile,storm,low,2177.0556755699654,6.349901040835286,0.036816673446774556,56.09396195895984,0
electronics,APAC,polybag,standard,clear,medium,6662.352602219525,11.333628370540417,0.01275951924097746,107.68654447046742,0
spare_parts,APAC,polybag,standard,clear,low,6627.4912687970855,2.330221282175449,0.02809440474471042,57.70098686267996,0
pharma,NA,box,standard,clear,medium,6374.84682913285,7.172301505504852,0.0016200896845568998,136.22385872290982,1
electronics,EU,polybag,standard,rain,high,3187.5463342743533,9.332031257714695,0.10322126023276214,103.91727514009392,0
electronics,NA,crate,standard,rain,low,5712.982550586849,8.487790209458227,0.05221671015326959,128.7290511650004,1
food,EU,box,standard,clear,medium,3179.350321589906,4.207310711175195,0.011672489386036367,27.216518737771867,0
fashion,AF,box,standard,rain,high,5275.218435546846,1.3556610951813752,0.06979867728564801,30.443696643713686,0
food,APAC,box,standard,clear,high,6995.029799920856,11.631003265528259,0.025501084957315564,40.844255376198575,0
cosmetics,EU,polybag,standard,rain,high,3218.6648218435166,1.3557365226898275,0.040855639286824466,39.21822672804293,0
documents,ME,box,standard,clear,medium,4094.151492750212,1.114690232306717,0.03465305227995415,26.38314162553013,0
fashion,NA,box,standard,clear,low,6566.054898923781,4.935675887022923,0.04023815852255967,41.99174462673846,0
pharma,EU,polybag,standard,clear,medium,3614.2606890004977,2.917447098481984,0.0248571718278316,59.207345210157406,1
electronics,NA,box,standard,clear,high,5712.770171737926,6.712756075661298,0.023689932667568518,90.20670027239207,0
documents,APAC,crate,standard,clear,medium,7454.4351471071805,8.845961706477112,0.0324226958877069,31.545822054343503,0
documents,APAC,box,standard,clear,low,7796.005697577734,4.174745615794852,0.019641012790977935,28.34906354424647,0
spare_parts,APAC,polybag,fragile,clear,medium,7194.022665284219,19.502111115122283,0.05282854157402225,111.4934680884348,1
cosmetics,APAC,box,standard,clear,medium,6704.098553724364,2.4539365001132536,0.027273097037946094,38.60740399674852,0
fashion,NA,box,standard,clear,high,6506.138507339798,0.9233914284318873,0.07470399784297159,52.09516275367035,0
spare_parts,APAC,box,standard,clear,low,7266.634099650765,4.845414266657868,0.044141838623339535,46.40432711354633,0
spare_parts,NA,box,standard,clear,low,6856.7646340795645,5.190276848644924,0.024774161014143436,65.2646866136808,0
fashion,EU,polybag,standard,clear,medium,3170.9276561668344,7.561173425920837,0.052000224581420215,59.71113573345774,1
cosmetics,ME,polybag,hazmat,clear,high,3744.993759575096,3.65506750075793,0.009191521191802849,50.85973183869039,1
cosmetics,NA,box,standard,storm,high,7166.809167002255,1.3114318390004367,0.01643043728885936,26.913745188637794,0
spare_parts,NA,box,standard,rain,low,6798.636825414429,5.3849090005392934,0.05085247080482122,68.90430953934587,0
pharma,EU,crate,standard,clear,medium,3209.226314349241,6.724328162856646,0.023193590898618773,83.38325337053195,0
pharma,NA,box,fragile,clear,medium,6982.4958411547605,5.688595239518142,0.032330690970375484,88.33111007922102,1
pharma,AF,crate,standard,clear,low,5157.260103410751,6.8753818473762145,0.02348461085179552,84.83366055074193,1
fashion,EU,box,standard,clear,medium,3176.5214626104685,6.191920944885311,0.037373962151992124,41.0743104644609,0
cosmetics,ME,box,standard,clear,medium,3971.9753778686145,5.704948897025001,0.032873425157110274,65.25995387076559,0
electronics,AF,box,fragile,clear,high,5112.599999281429,3.2752868367219614,0.012786321250430213,77.86784133638835,0
spare_parts,ME,box,fragile,storm,medium,4475.7060484363665,3.1036349801480907,0.07350066656477444,39.43806460202704,0
cosmetics,EU,polybag,fragile,rain,high,3043.9100868837854,14.901505276785896,0.055704577850597736,71.16493344494776,1
cosmetics,AF,polybag,fragile,clear,low,5282.1189799292915,2.256628952654185,0.004473364749853685,36.00825821210994,0
fashion,EU,polybag,standard,rain,medium,2909.767764013936,15.109879651803782,0.006175790044235856,84.38802528051677,0
fashion,NA,polybag,standard,rain,medium,5683.906515935856,2.799043781014634,0.004732375775756079,26.382027572800354,0
food,ME,polybag,fragile,clear,low,4785.093572530395,12.63976133395228,0.015274576781155236,46.6079043592298,0
fashion,EU,polybag,standard,rain,medium,2636.128455963621,9.140359815958167,0.049831118620964156,45.637374566540124,1
electronics,APAC,polybag,standard,clear,medium,7203.737792743448,7.754690764406641,0.027412844759447295,46.36618452985588,0
spare_parts,NA,polybag,standard,rain,medium,6512.832070957103,0.2,0.020676285334727845,23.592302576474577,0
cosmetics,APAC,box,standard,clear,high,7004.279824873154,3.1977605490498524,0.005854576035135266,41.58151436989731,1
cosmetics,APAC,box,standard,clear,low,6709.539828460194,6.03096294256889,0.03464914482045589,40.69129165454143,0
cosmetics,AF,box,standard,clear,low,5034.218677662424,9.670733533695856,0.03712281173672259,61.903252119581275,0
spare_parts,NA,box,standard,clear,low,6067.094128462575,4.810710369665809,0.024871686231508525,36.64326406192242,1
fashion,EU,box,standard,clear,medium,3591.786130715398,1.5503946761819924,0.05720959813602057,26.597293757314283,0
spare_parts,AF,box,standard,storm,low,5543.343719056442,5.08429602424387,0.05742250546747469,56.12774167321957,1
documents,APAC,box,fragile,rain,low,7016.34882939019,6.8858429107538885,0.016530546641062398,18.682010133068758,0
pharma,NA,box,fragile,clear,low,6848.994332399255,4.275086865833571,0.022581612946987736,74.74473140093674,0
cosmetics,NA,polybag,fragile,clear,medium,6699.133127060742,14.217147340460286,0.05884201937216572,68.30595549955112,0
spare_parts,APAC,polybag,standard,clear,medium,6293.906550763865,5.368299665374831,0.023880163898250747,53.88384063894813,0
cosmetics,ME,box,fragile,clear,medium,4476.499243025089,10.12728083391317,0.017569879584409788,39.69729586374736,0
cosmetics,ME,crate,fragile,clear,medium,4018.436170676573,3.20052398544331,0.03415654339778007,52.33941731113417,0
food,APAC,crate,standard,clear,medium,7040.198392923106,8.42990416530633,0.05577983611354187,35.58562940537811,0
fashion,EU,polybag,standard,clear,low,2719.170699313392,2.759589411178685,0.034817869101872324,35.80432815733994,0
electronics,NA,box,standard,clear,medium,5571.886905271339,8.59295947767527,0.016446878309868677,80.98991583369782,0
cosmetics,APAC,box,standard,clear,low,6600.157454060509,4.22454188263608,0.019790313927093444,43.10021058227893,0
electronics,AF,box,fragile,rain,low,4990.485201767502,1.6129156494224641,0.040446961724681936,40.41080869823469,0
cosmetics,EU,polybag,standard,storm,medium,3637.404782399734,3.6851927938827425,0.02417532839436114,44.34347971309742,1
food,APAC,box,standard,rain,low,7145.241422900637,2.3659902072897916,0.05276019873461672,29.1407521365035,0
documents,NA,polybag,standard,clear,medium,7850.345168537555,3.934097366966805,0.023285345160609046,27.10388769298057,0
electronics,NA,polybag,fragile,clear,medium,6547.792713154269,1.6529971901050327,0.0251023083545847,69.29705570137169,0
pharma,AF,crate,standard,clear,high,5159.8417257343235,1.3487638286271484,0.027968761837297743,67.55870450053334,0
cosmetics,NA,box,standard,rain,medium,6443.865682968489,2.2376470034048617,0.026684091193271402,33.23205415774564,1
electronics,NA,crate,hazmat,clear,medium,6513.053860431019,0.7781663478678735,0.00973557876312285,71.43980207535942,0
fashion,APAC,polybag,standard,rain,medium,6862.486822874323,11.082400545202331,0.04213622241079905,63.92224634739903,0
electronics,EU,box,standard,clear,medium,2714.317978185656,5.023189704311669,0.06742267758966984,63.23705420641449,1
fashion,EU,polybag,standard,storm,low,2919.230488791309,5.46487568171978,0.036838248497720515,32.634589834496914,0
fashion,APAC,box,fragile,rain,medium,6548.017627703572,4.030717199244934,0.0400394183606002,44.310170029452,1
cosmetics,NA,box,fragile,clear,medium,6520.343048589397,1.9302846890323173,0.020107158592186442,34.14347376902655,0
food,APAC,crate,fragile,clear,low,7584.888284873313,6.9079581709688895,0.035706275596684406,32.8519808898127,0
electronics,EU,box,fragile,clear,low,3551.4593193329247,6.264984860820794,0.0646743949315437,83.50310130344424,1
electronics,NA,box,standard,clear,high,7901.920614566482,2.0398699088460206,0.02826199445991812,42.46247674416216,0
electronics,APAC,crate,standard,clear,medium,6888.038942863773,8.750977715141808,0.047210294231512726,91.64115493775064,0
food,EU,box,standard,clear,medium,3610.011910332172,1.6911501505761835,0.04412294709176092,34.56503342358717,0
fashion,APAC,box,standard,clear,medium,6704.8986346835945,5.339924746306286,0.05243919860531691,36.32058643160744,0
food,AF,box,standard,rain,low,5467.595086612784,9.714489547167297,0.03757125923198368,54.231470983535175,0
fashion,APAC,box,standard,clear,low,6722.641976106791,12.47598639823352,0.03721351067706519,50.664131863003476,0
electronics,EU,box,standard,storm,medium,4013.809536461343,4.286497379650632,0.051580253723674155,70.97880647112925,0
documents,EU,box,standard,clear,medium,2995.7905855215413,2.5411098601078996,0.04786277866354928,14.931111237860874,0
electronics,AF,polybag,standard,storm,medium,4949.748378560867,1.147347991396961,0.02429009716876742,56.33612700305389,0
electronics,ME,box,hazmat,clear,medium,4355.337754964053,3.7514097178944517,0.03328004098482181,83.14116833897316,1
electronics,APAC,box,standard,clear,medium,6614.532691161614,3.632135486887501,0.005213022789694295,41.38653173937628,0
documents,APAC,box,fragile,storm,medium,7764.360653473902,10.127153274325163,0.02415222443912091,38.84261504433638,0
pharma,EU,box,standard,clear,medium,3185.9310793372674,5.400197600246079,0.026949691175053685,74.95669033078322,1
pharma,NA,box,fragile,rain,medium,7465.872015078146,1.613466772862049,0.024146188913180256,81.24495260358243,0
documents,APAC,box,standard,clear,low,6938.890125236061,8.649531292191245,0.026056106322879843,43.592030669426194,0
electronics,ME,box,standard,clear,low,4340.315570040789,9.83013780598726,0.03248986208206655,93.70097613451406,1
documents,EU,box,standard,clear,medium,3154.8529912680974,5.905520786963456,0.04311603350543407,31.561079476903224,0
fashion,ME,box,standard,clear,medium,4353.261364696283,8.830315041336178,0.03590902138553023,56.58757235782639,0
pharma,APAC,box,fragile,clear,medium,7132.115952697732,4.84163360582843,0.029408781621966362,102.23409790403055,1
cosmetics,EU,box,standard,clear,medium,3258.390869293975,8.221682751843268,0.019273990403660887,50.22524967702373,0
cosmetics,EU,box,standard,rain,medium,2697.2161077493647,3.1890006149084553,0.01757265837187564,46.01246999646976,0
documents,APAC,box,standard,clear,medium,6855.005321827971,12.757972092593443,0.026210627916398197,31.380015435775604,0
electronics,APAC,box,standard,clear,low,6711.477912295299,1.7611956887948605,0.007265785408034938,70.21734903351742,0
documents,AF,polybag,standard,clear,low,5015.012367671163,23.35649876754353,0.01680454979380862,39.52809136237506,1
cosmetics,NA,box,standard,clear,medium,5827.306346736365,16.685784572113466,0.07631710461880685,73.98818472596888,0
pharma,AF,box,standard,clear,medium,4627.05843883135,13.056165675326255,0.012424788164481233,102.32059015502408,0
documents,APAC,box,standard,clear,low,6675.369799329096,2.572336222376002,0.009458546624174769,23.475249203837098,0
electronics,APAC,box,standard,storm,low,6691.3246248997875,3.847400091966297,0.04086509480625448,80.31577928388732,0
documents,EU,box,standard,clear,high,3671.058761899084,3.3568009653952644,0.04686829670180777,27.353899369917226,0
food,NA,box,hazmat,clear,high,6270.374990772745,2.7045046549015135,0.022711102918282534,29.48955748686059,0
spare_parts,ME,box,standard,storm,high,3554.4318113194868,3.213226101918892,0.02339540856277785,69.3731349523086,0
electronics,EU,box,standard,storm,low,2453.59357449643,7.284135385524476,0.0014984263504165785,97.15672356226005,0
food,EU,box,fragile,clear,medium,2978.5156165468557,3.9958456990268383,0.027669758709078507,38.97177356362152,0
pharma,AF,crate,hazmat,rain,medium,5579.956096971235,2.0269364875281966,0.04868622083413629,62.78918688935941,1
cosmetics,NA,polybag,fragile,clear,low,6962.694327064746,0.99146323872579,0.03716593381391181,24.717173314342787,0
electronics,AF,box,standard,rain,low,5142.489809196326,9.256179699984754,0.025469905036549383,102.54965689901348,0
fashion,ME,crate,fragile,clear,low,5106.646073278121,5.722713597459665,0.015497154521961124,39.91658093311577,0
spare_parts,APAC,box,standard,clear,high,6588.091034676092,5.1038946830123315,0.0691312911581643,77.2360284865959,1
electronics,EU,box,fragile,clear,medium,2478.514592873707,0.3646241100469702,0.012166409784473654,62.93177211485358,0
spare_parts,APAC,box,standard,clear,low,6630.621013385203,2.0670372755847883,0.010060085323275576,42.321947228277814,0
documents,ME,crate,standard,clear,low,3695.792938784655,5.198900154021748,0.03718387603024606,26.836394150032113,0
electronics,AF,box,fragile,clear,high,5035.52728694022,6.9405642022957,0.006272870225029911,75.68601570566753,1
electronics,NA,polybag,standard,storm,medium,6400.238348663468,0.2388841987802145,0.029559839986573893,69.39721307263815,0
pharma,NA,box,standard,clear,high,7242.329730355291,5.0426081771836895,0.015647051538500007,75.83158736919964,0
